hhno	hhsize	hhvehs	hhwkrs	hhftw	hhptw	hhret	hhoad	hhuni	hhhsc	hh515	hhcu5	hhincome	hownrent	hrestype	hhparcel	hhtaz	hhexpfac	samptype
602285	2	1	2	2	0	0	0	0	0	0	0	125000	9	3	695	42	99.0835	1
602360	3	2	1	1	0	0	1	0	0	1	0	125000	9	1	56311	14813	184.7185	1
602396	1	0	0	0	0	0	1	0	0	0	0	17500	9	2	3550	607	431.5044	1
602457	1	1	1	1	0	0	0	0	0	0	0	87500	9	1	41678	10618	75.247	1
602497	3	3	2	2	0	0	0	0	1	0	0	175000	9	1	56232	14811	658.0563	1
602530	2	2	2	1	1	0	0	0	0	0	0	225000	9	1	86705	22254	111.2757	1
602565	4	3	1	1	0	0	2	0	0	0	1	30000	9	1	90127	22631	169.9955	1
602643	2	1	0	0	0	1	1	0	0	0	0	37500	9	2	6833	1038	51.4259	1
602658	2	2	2	2	0	0	0	0	0	0	0	17500	9	3	95967	24609	436.3393	1
602699	4	3	2	1	1	0	0	0	0	2	0	175000	9	1	45055	11423	180.9219	1
602773	2	1	0	0	0	2	0	0	0	0	0	37500	9	2	22678	4417	93.2082	1
602826	1	0	0	0	0	1	0	0	0	0	0	17500	9	2	11651	2023	84.4835	1
602876	4	2	2	1	1	0	0	0	0	2	0	62500	9	2	17487	3420	1942.1129	1
602895	1	0	1	1	0	0	0	0	0	0	0	17500	9	3	919	97	104.5983	1
602939	2	3	2	1	1	0	0	0	0	0	0	275000	9	1	32739	7221	161.9629	1
602950	1	0	0	0	0	0	1	0	0	0	0	5000	9	2	3407	604	1057.5619	1
602981	3	1	0	0	0	0	2	0	0	1	0	17500	9	3	63820	16219	1009.0017	1
603021	2	2	0	0	0	2	0	0	0	0	0	30000	9	2	20489	4209	142.4138	1
603051	5	2	2	2	0	0	0	0	0	0	3	175000	9	1	83752	22047	129.4414	1
603375	1	1	1	1	0	0	0	0	0	0	0	62500	9	2	10656	1626	56.0007	1
603391	3	2	2	2	0	0	0	0	0	1	0	275000	9	1	12590	2421	268.3556	1
603490	1	1	1	1	0	0	0	0	0	0	0	62500	9	3	1776	142	58.1748	1
603508	1	1	1	0	1	0	0	0	0	0	0	30000	9	3	16419	3205	534.5343	1
603583	1	1	1	1	0	0	0	0	0	0	0	62500	9	2	69797	18831	53.8235	1
603599	3	2	1	1	0	0	2	0	0	0	0	37500	9	1	91798	22834	646.2906	1
603618	3	3	3	3	0	0	0	0	0	0	0	125000	9	2	58345	15411	82.2941	1
603625	2	1	1	1	0	1	0	0	0	0	0	-1	9	2	23516	4448	116.2273	1
603701	1	1	1	1	0	0	0	0	0	0	0	-1	9	1	27519	5048	50.3688	1
603725	4	2	2	1	1	0	0	0	0	2	0	125000	9	1	49151	12202	222.7532	1
603735	2	2	1	1	0	1	0	0	0	0	0	87500	9	1	40048	10414	194.267	1
603750	4	2	2	1	1	0	0	0	0	2	0	62500	9	1	46967	11802	61.3872	1
603852	2	3	1	1	0	0	1	0	0	0	0	-1	9	1	42507	10817	264.6841	1
603935	4	4	3	1	2	0	0	1	0	0	0	62500	9	1	37382	8418	65.5218	1
603980	3	3	1	1	0	0	0	2	0	0	0	37500	9	3	952	104	199.9072	1
604300	1	1	1	1	0	0	0	0	0	0	0	87500	9	2	26642	5021	74.3289	1
604327	1	1	0	0	0	1	0	0	0	0	0	37500	9	2	12051	2213	159.724	1
604348	1	0	1	0	1	0	0	0	0	0	0	5000	9	3	50629	12243	167.294	1
604371	2	0	0	0	0	0	2	0	0	0	0	5000	9	2	4637	807	119.9604	1
604392	1	0	0	0	0	1	0	0	0	0	0	17500	9	2	82407	22017	507.8182	1
604732	2	2	0	0	0	2	0	0	0	0	0	225000	9	1	57761	15239	132.5273	1
604860	3	2	2	1	1	0	0	0	1	0	0	175000	9	1	38387	10016	237.3169	1
604871	2	1	2	2	0	0	0	0	0	0	0	87500	9	1	26136	5006	87.2715	1
604872	2	2	1	0	1	1	0	0	0	0	0	-1	9	1	51599	12416	373.1314	1
604891	2	3	0	0	0	2	0	0	0	0	0	62500	9	1	85227	22212	36.3004	1
604940	2	2	1	1	0	0	1	0	0	0	0	275000	9	1	46644	11639	279.0132	1
605098	1	1	1	0	1	0	0	0	0	0	0	30000	9	1	29928	6622	212.595	1
605128	2	1	0	0	0	2	0	0	0	0	0	-1	9	1	93218	24026	59.3843	1
605271	2	2	1	0	1	1	0	0	0	0	0	62500	9	2	47063	11810	390.4123	1
605326	5	2	1	1	0	0	1	0	0	3	0	37500	9	1	17602	3601	136.3459	1
605373	4	0	0	0	0	1	0	1	0	1	1	17500	9	1	2447	415	200.6686	1
605435	1	1	0	0	0	1	0	0	0	0	0	17500	9	1	90026	22629	299.2696	1
605483	7	2	0	0	0	1	1	0	0	3	2	62500	9	1	65641	18204	1147.3567	1
605549	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	33117	7235	78.8985	1
605552	1	0	0	0	0	1	0	0	0	0	0	125000	9	3	695	42	564.711	1
605553	1	1	1	1	0	0	0	0	0	0	0	37500	9	2	2170	406	54.0864	1
605597	1	1	1	1	0	0	0	0	0	0	0	87500	9	1	87395	22413	41.5513	1
605678	2	2	1	1	0	1	0	0	0	0	0	125000	9	1	50134	12228	291.1175	1
605693	1	1	1	0	1	0	0	0	0	0	0	30000	9	1	41402	10607	46.2644	1
605711	2	1	0	0	0	2	0	0	0	0	0	87500	9	3	1675	139	44.6895	1
605957	2	1	0	0	0	2	0	0	0	0	0	-1	9	1	53327	14213	81.8953	1
606129	5	3	1	1	0	1	0	1	0	1	1	62500	9	1	35026	7804	342.3801	1
606163	1	1	0	0	0	1	0	0	0	0	0	17500	9	2	4322	626	104.8627	1
606184	1	1	0	0	0	1	0	0	0	0	0	37500	9	3	24967	4804	98.7755	1
606215	2	1	0	0	0	2	0	0	0	0	0	-1	9	1	26620	5020	57.1088	1
606242	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	24619	4614	64.8111	1
606350	1	1	1	0	1	0	0	0	0	0	0	17500	9	3	36377	8203	1436.2346	1
606471	2	2	1	0	1	1	0	0	0	0	0	17500	9	3	57637	15235	216.926	1
606539	2	4	0	0	0	1	1	0	0	0	0	37500	9	1	63831	16219	54.1426	1
606566	1	1	0	0	0	0	1	0	0	0	0	17500	9	4	97527	25018	624.5632	1
606592	1	1	1	1	0	0	0	0	0	0	0	-1	9	1	67596	18416	40.5631	1
606623	1	0	0	0	0	1	0	0	0	0	0	37500	9	3	711	46	57.1417	1
606803	3	3	3	2	0	0	0	0	1	0	0	125000	9	1	69955	19004	835.2505	1
606831	3	7	3	3	0	0	0	0	0	0	0	87500	9	1	97889	25028	62.9797	1
606956	2	2	2	1	1	0	0	0	0	0	0	62500	9	2	7779	1227	58.8806	1
606964	4	4	4	4	0	0	0	0	0	0	0	125000	9	1	96020	24612	57.5055	1
606966	2	2	1	0	1	1	0	0	0	0	0	125000	9	3	50413	12236	456.1233	1
606982	2	2	0	0	0	2	0	0	0	0	0	37500	9	2	86330	22242	46.004	1
607034	3	3	2	2	0	0	0	1	0	0	0	225000	9	1	90603	22801	325.368	1
607059	2	0	2	0	2	0	0	0	0	0	0	62500	9	3	484	22	64.2216	1
607109	2	2	2	2	0	0	0	0	0	0	0	125000	9	2	3996	618	71.7108	1
607114	2	1	2	2	0	0	0	0	0	0	0	125000	9	2	3599	608	39.88	1
607171	2	1	1	0	1	0	0	0	0	1	0	30000	9	2	52480	14016	402.6532	1
607255	2	2	0	0	0	2	0	0	0	0	0	125000	9	1	65918	18212	46.2261	1
607286	4	2	2	2	0	0	0	0	1	1	0	175000	9	2	39856	10405	471.7977	1
607308	2	2	2	2	0	0	0	0	0	0	0	125000	9	2	70792	20015	49.321000000000005	1
607359	1	1	0	0	0	1	0	0	0	0	0	87500	9	1	52484	14016	74.6503	1
607401	4	5	4	4	0	0	0	0	0	0	0	225000	9	1	36282	8201	486.0863	1
607431	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	32286	7205	78.8985	1
607490	2	2	1	0	1	1	0	0	0	0	0	37500	9	2	70633	20009	210.8388	1
607608	3	2	2	1	0	0	0	1	0	1	0	87500	9	1	24549	4611	378.5858	1
607634	2	2	2	1	1	0	0	0	0	0	0	225000	9	1	38767	10033	92.8015	1
607692	1	1	1	1	0	0	0	0	0	0	0	37500	9	3	6653	1027	181.8422	1
607757	2	2	2	0	2	0	0	0	0	0	0	-1	9	1	31426	7031	288.0826	1
607819	4	2	2	2	0	0	0	0	0	1	1	225000	9	1	73759	20209	929.4446	1
607847	1	1	0	0	0	1	0	0	0	0	0	17500	9	3	15107	2819	851.0373	1
607908	3	2	2	2	0	0	0	0	1	0	0	225000	9	1	26638	5021	331.8396	1
607925	3	3	2	1	1	1	0	0	0	0	0	62500	9	2	35790	8009	149.7767	1
607989	5	2	1	1	0	0	1	0	1	2	0	175000	9	1	21879	4251	214.0854	1
608036	1	0	0	0	0	0	1	0	0	0	0	5000	9	3	1013	108	144.7325	1
608087	5	3	3	1	0	0	1	1	1	1	0	225000	9	1	24906	4623	584.4132	1
608165	2	1	2	2	0	0	0	0	0	0	0	175000	9	2	364	9	200.6886	1
608222	1	1	0	0	0	1	0	0	0	0	0	87500	9	1	24645	4615	54.2004	1
608285	1	1	0	0	0	1	0	0	0	0	0	62500	9	2	58345	15411	94.1233	1
608336	2	2	2	2	0	0	0	0	0	0	0	125000	9	1	35323	7819	508.3167	1
608367	2	2	2	0	2	0	0	0	0	0	0	125000	9	1	48762	12024	31.9007	1
608407	3	3	2	1	0	0	1	1	0	0	0	87500	9	1	73674	20206	83.1372	1
608534	2	3	2	2	0	0	0	0	0	0	0	175000	9	1	65587	18202	377.8503	1
608554	2	3	2	2	0	0	0	0	0	0	0	175000	9	1	41893	10626	50.1487	1
608598	2	2	1	1	0	0	1	0	0	0	0	87500	9	2	72742	20071	203.1785	1
608635	1	0	1	1	0	0	0	0	0	0	0	30000	9	2	8793	1417	102.6863	1
608647	3	3	3	2	1	0	0	0	0	0	0	125000	9	1	28682	6217	243.824	1
608666	2	0	1	1	0	1	0	0	0	0	0	30000	9	1	49772	12218	1013.8908	1
608849	1	1	1	0	1	0	0	0	0	0	0	17500	9	1	25296	4813	133.5265	1
608916	5	2	1	1	0	0	1	0	0	2	1	62500	9	1	79138	20637	408.2972	1
608993	1	1	0	0	0	1	0	0	0	0	0	5000	9	3	51538	12413	299.71	1
609074	2	3	1	1	0	0	0	0	0	1	0	62500	9	1	65241	18034	108.2458	1
609111	3	2	2	1	1	0	0	0	0	0	1	62500	9	1	52646	14022	216.6236	1
609152	2	2	1	1	0	0	1	0	0	0	0	225000	9	1	67396	18408	30.7979	1
609208	1	1	1	0	1	0	0	0	0	0	0	17500	9	1	44910	11417	45.9349	1
609210	4	2	2	1	1	0	0	0	0	2	0	87500	9	1	48107	12002	85.1864	1
609213	5	3	2	1	0	0	1	0	1	1	1	62500	9	1	52454	14016	112.2377	1
609297	3	2	2	2	0	0	0	0	0	1	0	175000	9	2	85321	22214	506.7991	1
609539	3	2	2	1	1	0	0	0	0	0	1	37500	9	2	40393	10425	206.4636	1
609812	1	1	0	0	0	1	0	0	0	0	0	30000	9	2	14083	2635	742.7406	1
609831	3	3	2	2	0	0	0	1	0	0	0	87500	9	1	53254	14211	115.6591	1
609882	4	2	2	1	1	0	0	0	0	2	0	87500	9	1	21055	4225	223.4653	1
609938	5	2	2	2	0	0	0	0	0	2	1	62500	9	2	15875	3021	1449.6564	1
609940	5	2	2	2	0	0	0	0	0	2	1	175000	9	1	61152	16003	409.0474	1
609948	4	1	2	0	1	0	0	0	1	2	0	30000	9	1	19737	4041	278.0392	1
610017	2	2	1	1	0	1	0	0	0	0	0	125000	9	1	60443	15813	178.4681	1
610026	2	2	0	0	0	2	0	0	0	0	0	-1	9	1	45729	11614	30.2459	1
610046	1	1	1	1	0	0	0	0	0	0	0	62500	9	2	38942	10202	75.5943	1
610058	2	2	1	0	1	0	1	0	0	0	0	62500	9	1	57327	15225	85.5275	1
610080	4	2	2	2	0	0	0	0	0	1	1	175000	9	1	41768	10621	223.7563	1
610109	5	5	4	2	2	0	0	0	1	0	0	175000	9	1	69790	18831	723.7384	1
610144	2	2	0	0	0	2	0	0	0	0	0	87500	9	1	93659	24038	53.4821	1
610246	1	1	0	0	0	1	0	0	0	0	0	87500	9	1	67111	18240	14.1925	1
610251	4	3	2	2	0	0	0	0	1	1	0	87500	9	1	22000	4257	352.4684	1
610453	1	1	0	0	0	1	0	0	0	0	0	37500	9	3	16748	3215	166.2327	1
610524	1	1	1	1	0	0	0	0	0	0	0	87500	9	1	50393	12236	312.2363	1
610594	1	1	0	0	0	0	1	0	0	0	0	62500	9	1	90124	22631	45.308	1
610612	1	1	0	0	0	1	0	0	0	0	0	30000	9	1	13691	2622	630.6372	1
610683	2	2	1	1	0	0	0	1	0	0	0	125000	9	1	68771	18802	258.5746	1
610781	3	4	1	1	0	0	1	0	1	0	0	62500	9	1	26467	5015	117.1302	1
610855	3	1	1	1	0	0	0	0	0	2	0	62500	9	2	64626	18012	401.6761	1
610867	1	1	0	0	0	0	1	0	0	0	0	62500	9	3	23639	4451	99.3354	1
610878	2	2	2	2	0	0	0	0	0	0	0	275000	9	1	38395	10016	92.8015	1
610916	1	1	0	0	0	1	0	0	0	0	0	37500	9	1	68411	18623	26.566	1
610980	3	2	1	0	1	0	1	0	0	1	0	62500	9	1	62519	16041	58.3311	1
610996	4	3	2	2	0	0	1	0	0	0	1	87500	9	1	54801	14602	65.301	1
611015	3	2	1	1	0	0	1	0	0	1	0	-1	9	1	75971	20274	62.6003	1
611238	3	2	2	2	0	0	0	1	0	0	0	37500	9	2	16633	3210	1145.9671	1
611286	2	2	0	0	0	1	0	1	0	0	0	62500	9	1	24559	4611	64.8111	1
611387	3	2	1	1	0	0	2	0	0	0	0	87500	9	2	45813	11617	104.8161	1
611390	4	1	2	1	1	0	0	0	0	2	0	87500	9	1	38171	10006	66.1541	1
611447	3	2	1	1	0	0	1	0	0	1	0	225000	9	1	38099	10004	81.3572	1
611455	2	1	1	1	0	1	0	0	0	0	0	125000	9	2	42008	10801	456.3767	1
611457	2	2	2	1	1	0	0	0	0	0	0	87500	9	1	35488	7825	98.4081	1
611598	1	1	1	1	0	0	0	0	0	0	0	62500	9	3	93377	24030	300.7313	1
611767	2	2	1	0	1	0	1	0	0	0	0	87500	9	1	72941	20077	320.6787	1
611795	2	2	1	1	0	0	1	0	0	0	0	125000	9	1	18345	4004	163.7833	1
611834	2	2	1	0	1	1	0	0	0	0	0	-1	9	2	52518	14017	88.8541	1
611868	2	2	1	1	0	0	1	0	0	0	0	125000	9	1	26847	5028	121.4174	1
611875	2	2	0	0	0	2	0	0	0	0	0	87500	9	1	31513	7034	41.7477	1
611900	6	3	1	1	0	0	1	0	1	3	0	275000	9	1	51738	12421	60.6913	1
611917	2	2	0	0	0	2	0	0	0	0	0	-1	9	1	21631	4242	42.1301	1
612060	2	2	2	2	0	0	0	0	0	0	0	37500	9	3	20225	4052	655.4154	1
612174	1	1	0	0	0	1	0	0	0	0	0	17500	9	1	46647	11640	289.7886	1
612175	2	2	0	0	0	2	0	0	0	0	0	37500	9	2	17621	3601	48.722	1
612179	3	1	1	1	0	0	1	0	0	0	1	87500	9	2	50577	12241	317.0181	1
612181	2	1	1	1	0	0	0	0	0	1	0	87500	9	1	40755	10434	202.899	1
612207	6	4	2	1	0	0	1	0	1	3	0	-1	9	1	60173	15806	333.2853	1
612217	1	1	0	0	0	1	0	0	0	0	0	62500	9	1	73304	20086	220.0392	1
612245	2	1	1	0	1	1	0	0	0	0	0	30000	9	1	96518	24808	1183.0822	1
612302	5	3	2	2	0	1	1	0	1	0	0	125000	9	1	38515	10022	65.5003	1
612373	2	2	0	0	0	2	0	0	0	0	0	125000	9	1	31385	7029	44.2239	1
612380	1	1	0	0	0	1	0	0	0	0	0	30000	9	3	83772	22047	281.5331	1
612398	3	2	1	1	0	0	1	0	1	0	0	175000	9	1	69477	18822	256.2648	1
612539	2	1	1	1	0	0	0	0	1	0	0	17500	9	2	9182	1428	1526.5970000000002	1
612586	2	2	1	0	1	0	1	0	0	0	0	125000	9	1	87583	22416	75.4658	1
612758	1	0	1	0	0	0	0	1	0	0	0	5000	9	3	6514	1016	169.953	1
612812	3	2	1	1	0	0	1	0	0	1	0	175000	9	1	69777	18831	36.12	1
612829	2	2	1	1	0	1	0	0	0	0	0	-1	9	1	39700	10228	238.3518	1
612855	3	2	2	2	0	0	0	0	0	1	0	87500	9	1	31438	7031	66.4489	1
612869	1	1	0	0	0	0	1	0	0	0	0	62500	9	1	23225	4439	62.8958	1
612899	2	2	1	1	0	0	1	0	0	0	0	-1	9	1	87665	22418	34.2982	1
612948	2	1	0	0	0	1	1	0	0	0	0	37500	9	2	36104	8023	115.5035	1
612955	2	2	1	1	0	0	0	1	0	0	0	62500	9	3	17536	3421	626.9059	1
613077	2	3	2	2	0	0	0	0	0	0	0	175000	9	1	35490	7825	136.9468	1
613176	1	5	1	1	0	0	0	0	0	0	0	125000	9	1	77437	20437	221.7	1
613348	2	1	1	0	1	0	1	0	0	0	0	37500	9	1	87771	22422	129.6532	1
613482	2	0	0	0	0	1	1	0	0	0	0	5000	9	1	84459	22063	82.1168	1
613546	1	1	0	0	0	1	0	0	0	0	0	17500	9	1	71962	20045	455.5151	1
613585	3	4	2	1	1	0	1	0	0	0	0	62500	9	1	71670	20035	66.2865	1
613737	1	1	0	0	0	1	0	0	0	0	0	30000	9	2	46253	11629	35.2457	1
613853	6	3	2	1	0	0	1	1	3	0	0	125000	9	1	40163	10418	61.3055	1
613892	2	2	0	0	0	2	0	0	0	0	0	125000	9	1	26339	5011	91.4556	1
614034	1	1	0	0	0	0	1	0	0	0	0	87500	9	2	77296	20429	360.3033	1
614053	2	3	2	2	0	0	0	0	0	0	0	-1	9	1	60286	15809	72.8213	1
614164	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	44193	11204	26.0922	1
614200	2	1	1	0	1	1	0	0	0	0	0	-1	9	3	85942	22230	222.3994	1
614248	2	2	2	2	0	0	0	0	0	0	0	125000	9	2	75877	20271	420.89599999999996	1
614299	2	2	2	1	1	0	0	0	0	0	0	-1	9	2	148	5	28.638	1
614332	2	2	1	1	0	0	1	0	0	0	0	87500	9	1	70859	20016	48.7136	1
614397	1	0	0	0	0	0	1	0	0	0	0	37500	9	2	64495	18009	100.704	1
614450	4	2	2	2	0	0	0	0	0	2	0	62500	9	2	44253	11206	157.2595	1
614451	4	0	1	0	1	0	3	0	0	0	0	17500	9	9	1957	403	202.93599999999998	1
614539	2	1	1	1	0	0	1	0	0	0	0	125000	9	2	6656	1027	228.271	1
614564	2	2	2	2	0	0	0	0	0	0	0	225000	9	1	30684	7008	190.8743	1
614748	1	1	1	1	0	0	0	0	0	0	0	62500	9	3	516	25	58.1748	1
614757	2	2	1	0	1	1	0	0	0	0	0	37500	9	1	21461	4238	129.8905	1
614810	2	2	1	1	0	0	1	0	0	0	0	87500	9	2	14974	2815	405.1202	1
614815	2	1	1	0	1	0	1	0	0	0	0	175000	9	1	86065	22232	266.2236	1
614856	2	2	1	0	1	1	0	0	0	0	0	-1	9	1	49291	12204	217.1941	1
614914	1	1	0	0	0	0	1	0	0	0	0	5000	9	2	13189	2604	1028.7205	1
614982	2	2	1	0	1	0	1	0	0	0	0	62500	9	1	35491	7825	27.7072	1
615000	1	1	1	1	0	0	0	0	0	0	0	62500	9	2	36493	8208	84.6099	1
615084	1	1	1	0	1	0	0	0	0	0	0	37500	9	3	87318	22411	385.0474	1
615116	2	2	0	0	0	1	1	0	0	0	0	37500	9	1	90500	22640	41.293	1
615131	3	1	0	0	0	0	2	0	1	0	0	17500	9	3	64236	18002	366.6537	1
615240	3	1	1	1	0	0	0	0	1	1	0	125000	9	1	68212	18614	53.8008	1
615259	4	2	2	2	0	0	0	0	0	2	0	-1	9	1	41899	10626	201.9754	1
615407	3	2	2	1	1	1	0	0	0	0	0	87500	9	1	88598	22440	46.1299	1
615409	2	3	2	2	0	0	0	0	0	0	0	125000	9	1	65885	18211	52.716	1
615421	2	2	2	1	1	0	0	0	0	0	0	87500	9	1	26056	5004	396.675	1
615462	1	1	1	1	0	0	0	0	0	0	0	62500	9	3	36582	8209	358.9364	1
615466	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	35736	8007	37.4775	1
615588	1	1	0	0	0	1	0	0	0	0	0	37500	9	1	76765	20416	285.5634	1
615756	2	0	1	1	0	0	0	0	1	0	0	37500	9	2	14200	2639	1006.2757	1
615793	2	2	1	0	1	1	0	0	0	0	0	62500	9	1	64136	16228	221.8975	1
615809	1	1	0	0	0	0	1	0	0	0	0	5000	9	3	10047	1607	498.6854	1
615902	2	2	0	0	0	2	0	0	0	0	0	30000	9	1	50538	12239	33.0935	1
615927	3	2	2	2	0	0	0	0	0	1	0	175000	9	1	26421	5013	163.5378	1
616078	5	4	3	3	0	1	0	0	0	0	1	275000	9	1	91935	22838	1346.5448	1
616099	2	2	1	1	0	0	1	0	0	0	0	-1	9	2	24518	4610	110.3736	1
616102	2	2	2	2	0	0	0	0	0	0	0	37500	9	2	79641	20647	705.7548	1
616177	4	2	1	1	0	0	1	0	0	2	0	275000	9	1	29823	6617	379.0662	1
616203	1	1	0	0	0	1	0	0	0	0	0	87500	9	2	30862	7016	63.5281	1
616294	6	5	1	1	0	0	1	0	1	3	0	-1	9	1	53013	14204	591.7918	1
616371	3	3	2	1	0	0	1	1	0	0	0	175000	9	1	30580	7002	203.9696	1
616447	2	2	1	1	0	0	1	0	0	0	0	125000	9	3	73718	20208	59.50899999999999	1
616522	1	0	0	0	0	1	0	0	0	0	0	17500	9	2	77005	20422	819.8888	1
616543	4	2	1	0	1	1	0	0	2	0	0	87500	9	1	23550	4449	90.5759	1
616545	2	2	0	0	0	0	2	0	0	0	0	-1	9	1	37808	8437	29.7177	1
616555	3	1	3	2	0	0	0	1	0	0	0	17500	9	2	3330	601	240.6204	1
616571	1	0	0	0	0	0	1	0	0	0	0	5000	9	3	54424	14427	228.4819	1
616636	1	0	0	0	0	1	0	0	0	0	0	-1	9	3	6805	1037	55.7387	1
616670	3	2	3	2	0	0	0	1	0	0	0	87500	9	2	23084	4432	313.5863	1
616746	1	1	1	0	1	0	0	0	0	0	0	62500	9	1	46881	11648	36.741	1
616825	1	0	0	0	0	0	1	0	0	0	0	5000	9	9	68877	18806	344.2081	1
616907	5	1	1	1	0	0	2	0	1	1	0	30000	9	2	6932	1202	411.6611	1
616936	5	0	0	0	0	0	1	1	1	2	0	17500	9	2	7656	1224	1102.5255	1
616960	1	1	1	1	0	0	0	0	0	0	0	17500	9	2	5054	820	84.3971	1
617077	3	2	2	1	1	1	0	0	0	0	0	62500	9	2	47057	11809	84.8193	1
617097	2	2	0	0	0	2	0	0	0	0	0	37500	9	2	45977	11620	32.4311	1
617278	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	50820	12249	24.2004	1
617288	2	2	0	0	0	0	1	1	0	0	0	62500	9	2	41024	10443	33.624	1
617355	2	2	0	0	0	2	0	0	0	0	0	87500	9	1	49098	12036	30.0773	1
617359	2	2	0	0	0	2	0	0	0	0	0	-1	9	1	54537	14431	34.2333	1
617424	1	1	0	0	0	1	0	0	0	0	0	5000	9	1	15958	3025	147.0993	1
617468	1	1	1	1	0	0	0	0	0	0	0	125000	9	3	12777	2430	131.8273	1
617471	2	2	2	2	0	0	0	0	0	0	0	175000	9	1	60821	15824	222.7778	1
617491	3	2	2	2	0	0	0	0	0	1	0	275000	9	1	57109	15216	504.9235	1
617506	1	1	1	1	0	0	0	0	0	0	0	62500	9	2	87460	22414	50.0109	1
617544	4	2	2	1	1	0	0	0	0	2	0	125000	9	1	50515	12239	59.9194	1
617575	3	2	2	2	0	0	0	0	0	1	0	125000	9	1	25496	4819	737.7371	1
617647	3	2	2	2	0	0	0	0	1	0	0	175000	9	1	38255	10011	291.5446	1
617741	4	3	2	2	0	0	0	1	1	0	0	275000	9	1	38067	10004	232.832	1
617753	2	2	1	0	1	1	0	0	0	0	0	37500	9	1	46089	11623	106.3942	1
617816	2	2	0	0	0	2	0	0	0	0	0	-1	9	1	75366	20250	17.6145	1
617828	1	1	0	0	0	1	0	0	0	0	0	62500	9	3	93684	24038	221.2562	1
617897	1	0	1	0	1	0	0	0	0	0	0	17500	9	2	5051	819	102.7602	1
618026	3	2	1	0	0	0	1	0	2	0	0	37500	9	1	27361	5043	159.5938	1
618108	5	3	1	1	0	0	2	0	0	2	0	87500	9	1	86708	22254	114.662	1
618369	2	1	0	0	0	2	0	0	0	0	0	17500	9	2	70943	20017	69.8523	1
618381	4	4	0	0	0	0	2	0	1	1	0	275000	9	1	12971	2437	41.3601	1
618424	2	2	0	0	0	2	0	0	0	0	0	125000	9	1	95776	24606	47.6216	1
618441	2	1	1	0	1	1	0	0	0	0	0	37500	9	2	16067	3029	221.7215	1
618487	1	2	1	1	0	0	0	0	0	0	0	-1	9	1	91934	22838	126.5706	1
618626	2	1	1	1	0	1	0	0	0	0	0	62500	9	1	85563	22220	58.8788	1
618673	5	2	2	2	0	1	0	0	1	1	0	175000	9	1	41057	10444	401.6841	1
618819	1	1	1	1	0	0	0	0	0	0	0	87500	9	2	86644	22252	37.304	1
618857	1	1	1	1	0	0	0	0	0	0	0	125000	9	2	64695	18015	41.1307	1
618927	7	2	1	1	0	0	0	0	0	4	2	17500	9	2	63484	16212	381.8556	1
618983	4	2	2	2	0	0	0	0	0	1	1	125000	9	1	51779	12424	222.7532	1
619002	4	2	2	2	0	0	0	0	0	0	2	125000	9	1	46370	11633	59.9209	1
619053	4	3	2	2	0	0	0	0	0	2	0	275000	9	1	35981	8017	385.3879	1
619085	2	2	0	0	0	2	0	0	0	0	0	-1	9	1	60252	15808	31.8458	1
619122	3	2	2	2	0	0	0	0	0	0	1	125000	9	2	11827	2207	1058.8456	1
619215	2	2	1	0	1	1	0	0	0	0	0	17500	9	1	43378	11024	213.1335	1
619321	4	3	2	2	0	0	0	0	0	2	0	125000	9	1	97218	25007	71.5673	1
619369	2	0	2	1	1	0	0	0	0	0	0	62500	9	1	1792	142	47.0858	1
619379	2	2	2	2	0	0	0	0	0	0	0	87500	9	2	33467	7404	819.6564	1
619387	1	2	0	0	0	1	0	0	0	0	0	62500	9	1	95803	24606	59.4817	1
619440	2	2	0	0	0	2	0	0	0	0	0	62500	9	1	32021	7055	54.8351	1
619461	2	3	2	2	0	0	0	0	0	0	0	125000	9	1	85038	22206	43.2983	1
619476	3	3	2	2	0	0	0	1	0	0	0	-1	9	1	38604	10026	361.7101	1
619485	1	0	0	0	0	1	0	0	0	0	0	30000	9	2	43752	11034	77.7258	1
619564	2	1	0	0	0	2	0	0	0	0	0	30000	9	1	56003	14802	138.1234	1
619591	1	1	1	1	0	0	0	0	0	0	0	62500	9	3	55694	14629	2075.4984	1
619605	1	0	0	0	0	0	1	0	0	0	0	17500	9	2	6587	1021	68.5317	1
619733	1	1	1	1	0	0	0	0	0	0	0	5000	9	3	59571	15628	925.2781	1
619749	1	0	0	0	0	0	1	0	0	0	0	17500	9	3	62798	16046	180.452	1
619850	2	2	1	0	1	1	0	0	0	0	0	62500	9	1	25293	4813	165.2762	1
619904	1	1	1	1	0	0	0	0	0	0	0	5000	9	3	45629	11611	236.7464	1
619909	3	3	1	1	0	0	2	0	0	0	0	87500	9	1	14806	2810	672.2295	1
619964	2	2	2	2	0	0	0	0	0	0	0	125000	9	1	42471	10815	102.3789	1
619986	1	0	0	0	0	1	0	0	0	0	0	37500	9	2	17061	3404	86.9434	1
620050	1	0	0	0	0	0	1	0	0	0	0	5000	9	3	794	62	144.7325	1
